schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg,grund
01382,169,stadium_1_name,Hülsebergstraße,Hülsebergstraße,Hülsbergstraße,unsicher,eines,,,Straßenklasse ohne Marker
01400,171,lemma,Hundackerweg,,Hundackerweg,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,stadtteile,Rüttenscheid,,Rüttenscheid,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,strassenklasse,Gemeindestraße,,Gemeindestraße,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,namensgruppe,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung",unsicher,unlesbar,,,Namensstadium auffällig
01400,171,verweis_auf,,,,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,stadium_1_datum,1894,,1894,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,stadium_1_name,Altenhof,,Altenhof,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,stadium_2_datum,1910-09-16,,1910-09-16,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,stadium_2_name,Altenhof | (tlw.),,Altenhof I (tlw.),unsicher,unlesbar,,,Namensstadium auffällig
01400,171,stadium_3_datum,1935-10-14,,1935-10-14,unsicher,unlesbar,,,Namensstadium auffällig
01400,171,stadium_3_name,Hundackerweg,,Hundackerweg,unsicher,unlesbar,,,Namensstadium auffällig
01492,177,lemma,Im Riek,Im Riek,,unsicher,eines,,,Datum: Komma nach Tag
01492,177,stadtteile,Schuir,Schuir,,unsicher,eines,,,Datum: Komma nach Tag
01492,177,strassenklasse,Gemeindestraße,Gemeindestraße,,unsicher,eines,,,Datum: Komma nach Tag
01492,177,namensgruppe,Flurname,Flurname,,unsicher,eines,,,Datum: Komma nach Tag
01492,177,verweis_auf,,,,unsicher,keines,,,Datum: Komma nach Tag
01492,177,stadium_1_datum,1931-02-12,1931-02-12,,unsicher,eines,,,Datum: Komma nach Tag
01492,177,stadium_1_name,Im Riek,Im Riek,,unsicher,eines,,,Datum: Komma nach Tag
01453,178,lemma,Imandtstraße,Imandtstraße,Imandtstraße,unsicher,keines,,,Straßenklasse ohne Marker
01453,178,stadtteile,Horst,Horst,Horst,unsicher,keines,,,Straßenklasse ohne Marker
01453,178,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Straßenklasse ohne Marker
01453,178,namensgruppe,"Person, Frau, Deutsche, Lehrerin","Person, Frau, Deutsche, Lehrerin","Person, Frau, Deutsche, Lehrerin",unsicher,keines,,,Straßenklasse ohne Marker
01453,178,verweis_auf,,,,unsicher,keines,,,Straßenklasse ohne Marker
01453,178,stadium_1_datum,1919-05-28,1919-05-28,1919-05-28,unsicher,keines,,,Straßenklasse ohne Marker
01453,178,stadium_1_name,Imandtstraße,Imandtstraße,Imandtstraße,unsicher,keines,,,Straßenklasse ohne Marker
01501,178,lemma,Im Westerbruch,Im Westerbruch,Im Westerbruch,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,stadtteile,Katernberg,Katernberg,Katernberg,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,namensgruppe,Flurname,Flurname,Flurname,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,verweis_auf,,,,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,stadium_1_datum,vor 1928,vor 1928,vor 1928,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,stadium_1_name,Im Westerbruch,Im Westerbruch,Im Westerbruch,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,stadium_2_datum,1948-12-14,1948-12-14,1948-12-14,unsicher,keines,,,Klammerzusatz ergänzt
01501,178,stadium_2_name,Im Westerbruch (Verl.),Im Westerbruch (Verl.),Im Westerbruch (Verl.),unsicher,keines,,,Klammerzusatz ergänzt
01539,178,lemma,Im Zauberwald,Im Zauberwald,Im Zauberwald,unsicher,keines,,,Namenskette unvollständig gelesen
01539,178,stadtteile,Katernberg,Katernberg,Katernberg,unsicher,keines,,,Namenskette unvollständig gelesen
01539,178,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Namenskette unvollständig gelesen
01539,178,namensgruppe,Märchen,Märchen,Märchen,unsicher,keines,,,Namenskette unvollständig gelesen
01539,178,verweis_auf,,,,unsicher,keines,,,Namenskette unvollständig gelesen
01539,178,stadium_1_datum,1999-08-03,1999-08-03,1999-08-03,unsicher,keines,,,Namenskette unvollständig gelesen
01539,178,stadium_1_name,Im Zauberwald,Im Zauberwald,Im Zauberwald,unsicher,keines,,,Namenskette unvollständig gelesen
03691,178,lemma,Im Winkel,Im Winkel,Im Winkel,unsicher,keines,,,
03691,178,stadtteile,Kettwig,Kettwig,Kettwig,unsicher,keines,,,
03691,178,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,
03691,178,namensgruppe,Flurname,Flurname,Flurname,unsicher,keines,,,
03691,178,verweis_auf,,,,unsicher,keines,,,
03691,178,stadium_1_datum,1952-09-05,1952-09-05,1952-09-05,unsicher,keines,,,
03691,178,stadium_1_name,Im Winkel,Im Winkel,Im Winkel,unsicher,keines,,,
03691,178,stadium_2_datum,1956-10-11,1956-10-11,1956-10-11,unsicher,keines,,,
03691,178,stadium_2_name,Im Winkel (Verl.),Im Winkel (Verl.),Im Winkel (Verl.),unsicher,keines,,,
01528,179,lemma,Immengarten,Immengarten,Immengarten,unsicher,keines,,,Datum ohne Doppelpunkt
01528,179,stadtteile,Freisenbruch,Freisenbruch,Freisenbruch,unsicher,keines,,,Datum ohne Doppelpunkt
01528,179,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum ohne Doppelpunkt
01528,179,namensgruppe,Zoologie,Zoologie,Zoologie,unsicher,keines,,,Datum ohne Doppelpunkt
01528,179,verweis_auf,,,,unsicher,keines,,,Datum ohne Doppelpunkt
01528,179,stadium_1_datum,1960-09-07,1960-09-07,1960-09-07,unsicher,keines,,,Datum ohne Doppelpunkt
01528,179,stadium_1_name,Immengarten,Immengarten,Immengarten,unsicher,keines,,,Datum ohne Doppelpunkt
01521,180,lemma,Irmastraße,Irmastraße,Irmastraße,unsicher,keines,,,Straßenklasse ohne Marker
01521,180,stadtteile,Horst,Horst,Horst,unsicher,keines,,,Straßenklasse ohne Marker
01521,180,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Straßenklasse ohne Marker
01521,180,namensgruppe,Weiblicher Vorname,Weiblicher Vorname,"Weiblicher Vorname, vor 1884: Wiesenstraße",unsicher,eines,,,Straßenklasse ohne Marker
01521,180,verweis_auf,,,,unsicher,keines,,,Straßenklasse ohne Marker
01521,180,stadium_1_datum,vor 1884,vor 1884,1919-05-28,unsicher,eines,,,Straßenklasse ohne Marker
01521,180,stadium_1_name,Wiesenstraße,Wiesenstraße,Irmastraße,unsicher,eines,,,Straßenklasse ohne Marker
01521,180,stadium_2_datum,1919-05-28,1919-05-28,,unsicher,eines,,,Straßenklasse ohne Marker
01521,180,stadium_2_name,Irmastraße,Irmastraße,,unsicher,eines,,,Straßenklasse ohne Marker
01591,182,lemma,Jenckestraße,Jenckestraße,Jenckestraße,unsicher,keines,,,Datum ohne Doppelpunkt
01591,182,stadtteile,Holsterhausen,Holsterhausen,Holsterhausen,unsicher,keines,,,Datum ohne Doppelpunkt
01591,182,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum ohne Doppelpunkt
01591,182,namensgruppe,"Person, Mann, Deutscher, Kruppscher Beamter","Person, Mann, Deutscher, Kruppscher Beamter","Person, Mann, Deutscher",unsicher,eines,,,Datum ohne Doppelpunkt
01591,182,verweis_auf,,,,unsicher,keines,,,Datum ohne Doppelpunkt
01591,182,stadium_1_datum,1914-10-09,1914-10-09,1914-10-09,unsicher,keines,,,Datum ohne Doppelpunkt
01591,182,stadium_1_name,Kruppstraße (tlw.),Kruppstraße (tlw.),Kruppstraße (tlw.),unsicher,keines,,,Datum ohne Doppelpunkt
01591,182,stadium_2_datum,1969-03-19,1969-03-19,1969-03-19,unsicher,keines,,,Datum ohne Doppelpunkt
01591,182,stadium_2_name,Jenckestraße,Jenckestraße,Jenckestraße,unsicher,keines,,,Datum ohne Doppelpunkt
01621,186,lemma,Kaiser-Otto-Platz,Kaiser-Otto-Platz,Kaiser-Otto-Platz,unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,stadtteile,Steele,Steele,Steele,unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,namensgruppe,"Person, Mann, Deutscher, Kaiser, Platz","Person, Mann, Deutscher, Kaiser, Platz","Person, Mann, Deutscher, Kaiser, Platz",unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,verweis_auf,,,,unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,stadium_1_datum,1860-10-21,1860-10-21,1860-10-21,unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,stadium_1_name,Markt,Markt,Markt,unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,stadium_2_datum,1934-06-05,1934-06-05,1934-06-05,unsicher,keines,,,urspr. ohne Doppelpunkt
01621,186,stadium_2_name,Hansamarkt,Hansamarkt,Markt,unsicher,eines,,,urspr. ohne Doppelpunkt
01621,186,stadium_3_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1934-06-05,unsicher,eines,,,urspr. ohne Doppelpunkt
01621,186,stadium_3_name,Neumarkt,Neumarkt,Isinger Markt,unsicher,eines,,,urspr. ohne Doppelpunkt
01621,186,stadium_3_urspruenglich,wahr,wahr,falsch,unsicher,eines,,,urspr. ohne Doppelpunkt
01621,186,stadium_4_datum,1934-06-05,1934-06-05,1938-05-14,unsicher,eines,,,urspr. ohne Doppelpunkt
01621,186,stadium_4_name,Isinger Markt,Isinger Markt,Kaiser-Otto-Platz,unsicher,eines,,,urspr. ohne Doppelpunkt
01621,186,stadium_5_datum,1938-05-14,gemeinsame Bezeichnung am 14. Mai 1938 (nicht normalisierbar),,unsicher,eines,,,urspr. ohne Doppelpunkt
01621,186,stadium_5_name,Kaiser-Otto-Platz,Kaiser-Otto-Platz,,unsicher,eines,,,urspr. ohne Doppelpunkt
01632,187,lemma,Kallenbergstraße,Kallenbergstraße,Kallenbergstraße,unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,stadtteile,Nordviertel,Nordviertel,Nordviertel,unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,namensgruppe,Familienname,Familienname,Familienname,unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,verweis_auf,Koopmanns Hude,,,unsicher,beide,,,Datum ohne Doppelpunkt
01632,187,stadium_1_datum,1868-01-17,1868-01-17,1868-01-17,unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,stadium_1_name,Schlenhofstraße (tlw.),Schlenhofstraße (tlw.),Schlenhofstraße (tlw.),unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,stadium_2_datum,1953-03-03,1953-03-03,1953-03-03,unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,stadium_2_name,Hilgerstraße (tlw.),Hilgerstraße (tlw.),Hilgerstraße (tlw.),unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,stadium_3_datum,1967-05-03,1967-05-03,1967-05-03,unsicher,keines,,,Datum ohne Doppelpunkt
01632,187,stadium_3_name,Kallenbergstraße,Kallenbergstraße,Kallenbergstraße,unsicher,keines,,,Datum ohne Doppelpunkt
01633,188,lemma,Kalthofweg,Kalthofweg,,unsicher,eines,,,Datum: Komma nach Tag
01633,188,stadtteile,Überruhr-Hinsel,Überruhr-Hinsel,,unsicher,eines,,,Datum: Komma nach Tag
01633,188,strassenklasse,Gemeindestraße,Gemeindestraße,,unsicher,eines,,,Datum: Komma nach Tag
01633,188,namensgruppe,Kotten,Kotten,,unsicher,eines,,,Datum: Komma nach Tag
01633,188,verweis_auf,,,,unsicher,keines,,,Datum: Komma nach Tag
01633,188,stadium_1_datum,1954-02-23,1954-02-23,,unsicher,eines,,,Datum: Komma nach Tag
01633,188,stadium_1_name,Kalthofweg,Kalthofweg,,unsicher,eines,,,Datum: Komma nach Tag
01687,193,lemma,Kelserweg,Kelserweg,Kemnastraße,unsicher,eines,,,Namenskette unvollständig gelesen
01687,193,stadtteile,Überruhr-Hinsel,Überruhr-Hinsel,Leithe,unsicher,eines,,,Namenskette unvollständig gelesen
01687,193,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Namenskette unvollständig gelesen
01687,193,namensgruppe,"Person, Mann, Deutscher, Richter","Person, Mann, Deutscher, Richter",Hofname,unsicher,eines,,,Namenskette unvollständig gelesen
01687,193,verweis_auf,,,,unsicher,keines,,,Namenskette unvollständig gelesen
01687,193,stadium_1_datum,1959-09-08,1959-09-08,1959-09-08,unsicher,keines,,,Namenskette unvollständig gelesen
01687,193,stadium_1_name,Kelserweg,Kelserweg,Kelsterweg,unsicher,eines,,,Namenskette unvollständig gelesen
01729,199,lemma,Kleine Lenbachstraße,,Kleine Lenbachstraße,unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,stadtteile,Holsterhausen,,Holsterhausen,unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,strassenklasse,Gemeindestraße,,Gemeindestraße,unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,namensgruppe,"Person, Mann, Deutscher, Maler",,"Person, Mann, Deutscher, Maler",unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,verweis_auf,Lenbachstraße,,Lenbachstraße,unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,stadium_1_datum,1907-09-27,,1907-09-27,unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,stadium_1_name,Pilotystraße (tlw.),,Pilotystraße (tlw.),unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,stadium_2_datum,1927-12-01,,1927-12-01,unsicher,unlesbar,,,Anker OCR-korrigiert
01729,199,stadium_2_name,Kleine Lenbachstraße,,Kleine Lenbachstraße,unsicher,unlesbar,,,Anker OCR-korrigiert
01863,200,lemma,Kleiner Schirnkamp,Kleiner Schirnkamp,Kleiner Schirnkamp,unsicher,keines,,,Straßenklasse OCR-korrigiert
01863,200,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,unsicher,eines,,,Straßenklasse OCR-korrigiert
01863,200,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Straßenklasse OCR-korrigiert
01863,200,namensgruppe,Flurname,Flurname,Flurname,unsicher,keines,,,Straßenklasse OCR-korrigiert
01863,200,verweis_auf,,,,unsicher,keines,,,Straßenklasse OCR-korrigiert
01863,200,stadium_1_datum,1970-10-21,1970-10-21,1970-10-21,unsicher,keines,,,Straßenklasse OCR-korrigiert
01863,200,stadium_1_name,Kleiner Schirnkamp,Kleiner Schirnkamp,Kleiner Schirnkamp,unsicher,keines,,,Straßenklasse OCR-korrigiert
01834,211,lemma,Külshammerweg,Külshammerweg,Kühlhammerweg,unsicher,eines,,,Straßenklasse fehlt
01834,211,stadtteile,Rüttenscheid; Margarethenhöhe,Rüttenscheid; Margarethenhöhe,Rüttenscheid; Margarethenhöhe,unsicher,keines,,,Straßenklasse fehlt
01834,211,strassenklasse,,,Gemeindestraße,unsicher,eines,,,Straßenklasse fehlt
01834,211,namensgruppe,"Kotten, Flurname","Kotten, Flurname","Kotten, Flurname",unsicher,keines,,,Straßenklasse fehlt
01834,211,verweis_auf,,,,unsicher,keines,,,Straßenklasse fehlt
01834,211,stadium_1_datum,1923-09-24,1923-09-24,1923-09-24,unsicher,keines,,,Straßenklasse fehlt
01834,211,stadium_1_name,Külshammerweg,Külshammerweg,Kühlhammerweg,unsicher,eines,,,Straßenklasse fehlt
01845,212,lemma,Kunstwerkerstraße,Kunstwerkerstraße,Kunstwerkerstraße,unsicher,keines,,,Datum ohne Doppelpunkt
01845,212,stadtteile,Bergerhausen,Bergerhausen,Bergerhausen,unsicher,keines,,,Datum ohne Doppelpunkt
01845,212,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Datum ohne Doppelpunkt
01845,212,namensgruppe,Lagebezeichnung,Lagebezeichnung,Lagebezeichnung,unsicher,keines,,,Datum ohne Doppelpunkt
01845,212,verweis_auf,,,,unsicher,keines,,,Datum ohne Doppelpunkt
01845,212,stadium_1_datum,1903-02-04,1903-02-04,1903-02-04,unsicher,keines,,,Datum ohne Doppelpunkt
01845,212,stadium_1_name,Kunstwerkerstraße,Kunstwerkerstraße,Kunstwerkerstraße,unsicher,keines,,,Datum ohne Doppelpunkt
01994,225,lemma,Lohmühlental,,Lohmühlental,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadtteile,Steele; Kray,,Steele; Kray,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,strassenklasse,Gemeindestraße,,Gemeindestraße,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,namensgruppe,Mühle,,"Mühle, urspr.: Kleine Grenzstraße, etwa 1900: Grenzstraße",unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,verweis_auf,,,,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_1_datum,"(urspr., kein Datum)",,1909-03-26,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_1_name,Kleine Grenzstraße,,Stricker Straße,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_1_urspruenglich,wahr,,falsch,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_2_datum,1900,,1929-07-12,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_2_name,Grenzstraße,,Am Grenzgraben,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_3_datum,1909-03-26,,1929-07-12,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_3_name,Stricker Straße,,Am Lohdiek,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_4_datum,1929-07-12,,1936-01-15,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_4_name,Am Grenzgraben,,Lohmühlental,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_5_datum,1929-07-12,,,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_5_name,Am Lohdiek,,,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_6_datum,1936-01-15,,,unsicher,unlesbar,,,Datum ohne Doppelpunkt
01994,225,stadium_6_name,Lohmühlental,,,unsicher,unlesbar,,,Datum ohne Doppelpunkt
02070,229,lemma,Malmedystraße,Malmedystraße,Malmedystraße,unsicher,keines,,,Anker OCR-korrigiert
02070,229,stadtteile,Heisingen,Heisingen,Heisingen,unsicher,keines,,,Anker OCR-korrigiert
02070,229,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Anker OCR-korrigiert
02070,229,namensgruppe,Stadt und Ort,Stadt und Ort,Stadt und Ort,unsicher,keines,,,Anker OCR-korrigiert
02070,229,verweis_auf,Eupenstraße,Eupenstraße,,unsicher,eines,,,Anker OCR-korrigiert
02070,229,stadium_1_datum,vor 1915,vor 1915,vor 1915,unsicher,keines,,,Anker OCR-korrigiert
02070,229,stadium_1_name,Friedhofstraße,Friedhofsstraße,Friedhofstraße,unsicher,eines,,,Anker OCR-korrigiert
02070,229,stadium_2_datum,1933-05-08,1933-05-08,1933-05-08,unsicher,keines,,,Anker OCR-korrigiert
02070,229,stadium_2_name,Malmedystraße,Malmedystraße,Malmedystraße,unsicher,keines,,,Anker OCR-korrigiert
02086,231,lemma,Marreweg,Marreweg,Marreweg,unsicher,keines,,,Anker OCR-korrigiert
02086,231,stadtteile,Borbeck-Mitte; Bochold,Borbeck-Mitte; Bochold,Borbeck-Mitte; Bochold,unsicher,keines,,,Anker OCR-korrigiert
02086,231,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Anker OCR-korrigiert
02086,231,namensgruppe,Hofname,Hofname,"Hofname, 08. Oktober 1896: Wallstraße (tlw.), 12. Februar 1931: Marreweg",unsicher,eines,,,Anker OCR-korrigiert
02086,231,verweis_auf,,,,unsicher,keines,,,Anker OCR-korrigiert
02086,231,stadium_1_datum,1896-10-08,1896-10-08,1931-02-12,unsicher,eines,,,Anker OCR-korrigiert
02086,231,stadium_1_name,Wallstraße (tlw.),Wallstraße (tlw.),Marreweg,unsicher,eines,,,Anker OCR-korrigiert
02086,231,stadium_2_datum,1931-02-12,1931-02-12,,unsicher,eines,,,Anker OCR-korrigiert
02086,231,stadium_2_name,Marreweg,Marreweg,,unsicher,eines,,,Anker OCR-korrigiert
02090,231,lemma,Marktstraße,Markstraße,Marktstraße,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,stadtteile,Borbeck-Mitte; Bergeborbeck,Borbeck-Mitte; Borgeborbeck,Borbeck-Mitte; Bergeborbeck,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Namenskette unvollständig gelesen
02090,231,namensgruppe,Lagebezeichnung,Lagebezeichnung,"(Fließtext, 137 Zeichen, verworfen)",unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,verweis_auf,,,,unsicher,keines,,,Namenskette unvollständig gelesen
02090,231,stadium_1_datum,1891-04-30,1891-04-30,1891-04-30,unsicher,keines,,,Namenskette unvollständig gelesen
02090,231,stadium_1_name,Marktstraße,Markstraße,Marktstraße,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,stadium_2_datum,1891-04-30,1891-04-30,1977-06-22,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,stadium_2_name,Oberstraße (tlw.),Oberstraße (tlw.),Marktstraße,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,stadium_3_datum,1891-04-30,1891-04-30,,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,stadium_3_name,Wilhelmstraße,Wilhelmstraße,,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,stadium_4_datum,1977-06-22,09. Juli 1915 gemeinsame Bezeichnung (nicht normalisierbar),,unsicher,eines,,,Namenskette unvollständig gelesen
02090,231,stadium_4_name,Marktstraße,Borbecker Straße,,unsicher,eines,,,Namenskette unvollständig gelesen
03724,236,lemma,Mendener Straße,Mendener Straße,Mendener Straße,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,stadtteile,Kettwig,Kettwig,Kettwig,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,strassenklasse,Landstraße,Landstraße,Landstraße,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,namensgruppe,Stadt und Ort,Stadt und Ort,Stadt und Ort,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,verweis_auf,,,,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,stadium_1_datum,vor 1978,vor 1978,vor 1978,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,stadium_1_name,Mülheimer Straße,Mülheimer Straße,Mülheimer Straße,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,stadium_2_datum,1978-03-14,1978-03-14,1978-03-14,unsicher,keines,,,Namenskette unvollständig gelesen
03724,236,stadium_2_name,Mendener Straße,Mendener Straße,Mendener Straße,unsicher,keines,,,Namenskette unvollständig gelesen
02137,237,lemma,Middeldorper Weg,Middeldorper Weg,Middeldorfer Weg,unsicher,eines,,,Klammerzusatz ergänzt
02137,237,stadtteile,Katernberg,Katernberg,Katernberg,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,namensgruppe,Hofname,Hofname,Hofname,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,verweis_auf,,,,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,stadium_1_datum,1892-03-29,1892-03-29,1892-03-29,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,stadium_1_name,Heinrichstraße,Heinrichstraße,Heinrichstraße,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,stadium_2_datum,1905-07-19,1905-07-19,1905-07-19,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,stadium_2_name,Middeldorfstraße,Middeldorfstraße,Middeldorferstraße,unsicher,eines,,,Klammerzusatz ergänzt
02137,237,stadium_3_datum,1937-11-20,1937-11-20,1937-11-20,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,stadium_3_name,Middeldorper Weg,Middeldorper Weg,Middeldorfer Weg,unsicher,eines,,,Klammerzusatz ergänzt
02137,237,stadium_4_datum,1937-11-20,1937-11-20,1937-11-20,unsicher,keines,,,Klammerzusatz ergänzt
02137,237,stadium_4_name,Middeldorper Weg (Verl.),Middeldorper Weg (Verl.),Middeldorper Weg (Verl.),unsicher,keines,,,Klammerzusatz ergänzt
02149,239,lemma,Möllneys Nocken,Möllneys Nocken,Möllneys Nocken,unsicher,keines,,,Monatsname OCR-korrigiert
02149,239,stadtteile,Kupferdreh,Kupferdreh,Kupferdreh,unsicher,keines,,,Monatsname OCR-korrigiert
02149,239,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Monatsname OCR-korrigiert
02149,239,namensgruppe,Flurname,Flurname,Flurname,unsicher,keines,,,Monatsname OCR-korrigiert
02149,239,verweis_auf,,,,unsicher,keines,,,Monatsname OCR-korrigiert
02149,239,stadium_1_datum,1908-04-13,1908-04-13,1908-04-13,unsicher,keines,,,Monatsname OCR-korrigiert
02149,239,stadium_1_name,Möllneys Nocken,Möllneys Nocken,Möllneys Nocken,unsicher,keines,,,Monatsname OCR-korrigiert
02171,242,lemma,Müllerstraße,Müllerstraße,Müllerstraße,unsicher,keines,,,Straßenklasse OCR-korrigiert
02171,242,stadtteile,Holsterhausen,Holsterhausen,Holsterhausen,unsicher,keines,,,Straßenklasse OCR-korrigiert
02171,242,strassenklasse,Gemeindestraße,Gemeindestraße,Gemeindestraße,unsicher,keines,,,Straßenklasse OCR-korrigiert
02171,242,namensgruppe,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen",unsicher,keines,,,Straßenklasse OCR-korrigiert
02171,242,verweis_auf,,,,unsicher,keines,,,Straßenklasse OCR-korrigiert
02171,242,stadium_1_datum,1912-01-26,1912-01-26,1912-01-26,unsicher,keines,,,Straßenklasse OCR-korrigiert
02171,242,stadium_1_name,Müllerstraße,Müllerstraße,Müllerstraße,unsicher,keines,,,Straßenklasse OCR-korrigiert
02224,243,lemma,Narzissenweg,Narzissenweg,,unsicher,eines,,,Namenskette unvollständig gelesen
02224,243,stadtteile,Bredeney,Bredenei,,unsicher,eines,,,Namenskette unvollständig gelesen
02224,243,strassenklasse,Gemeindestraße,Gemeindestraße,,unsicher,eines,,,Namenskette unvollständig gelesen
02224,243,namensgruppe,Botanik,Botanik,,unsicher,eines,,,Namenskette unvollständig gelesen
