schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg
01890,214,stadium_2_name,In der Düsterbeck,In der Düsterbeck,Laarmannstraße,automatisch,eines,,
01890,214,stadium_3,1931-02-12 Laarmannstraße,1931-02-12 Laarmannstraße,,automatisch,eines,,
01891,214,lemma,Ladenspelderstraße,Ladenspelderstraße,Ladenspeldestraße,automatisch,eines,,
01891,214,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1902-05-16,automatisch,eines,,
01891,214,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01891,214,stadium_2_datum,1902-05-16,1902-05-16,"(urspr., kein Datum)",automatisch,eines,,
01891,214,stadium_2_name,Ladenspelderstraße,Ladenspelderstraße,Ladenspeldestraße,automatisch,eines,,
01893,214,stadium_1,"(urspr., kein Datum) Leostraße","(urspr., kein Datum) Leostraße",1915-07-09 Lambertstraße,automatisch,eines,,
01894,214,lemma,Lampferhofstraße,Lampferhofstraße,Lamperhofstraße,automatisch,eines,,
01894,214,namensgruppe,Kotten,Kotten,Kötten,automatisch,eines,,
01894,214,stadium_2_name,Lampferhofstraße,Lampferhofstraße,Lamperhofstraße,automatisch,eines,,
01896,215,lemma,Landsberghof,Landsberghof,Landsberg(hof),automatisch,eines,,
01896,215,stadium_1_name,Landsberghof,Landsberghof,Landsberg(hof),automatisch,eines,,
01899,215,stadium_1_name,Werdener Straße,Werdenener Straße,Werdener Straße,automatisch,eines,,
01900,215,eintrag,Langeheide,Langeheide,,automatisch,eines,,
01901,215,stadium_4_name,Rathenaustraße,Rathenauststraße,Rathenaustraße,automatisch,eines,,
01903,215,namensgruppe,Stadt und Ort,Stadt und Ort,"Stadt und Ort, urspr.: Provinzialstraße",automatisch,eines,,
01903,215,stadium_1,"(urspr., kein Datum) Provinzialstraße","(urspr., kein Datum) Provinzialstraße",vor 1911 Ruhrstraße,automatisch,eines,,
01905,216,stadium_1,1922-06-02 Papenberg,1922-06-02 Papenberg,"(urspr., kein Datum) Langenhorster Busch",automatisch,eines,,
01906,216,namensgruppe,Kotten,Kotten,"Kotten, Flurname",automatisch,eines,,
01907,216,lemma,Langensalzastraße,Langensalzastraße,Langensalzastrasse,automatisch,eines,,
01907,216,stadium_1_name,Langensalzastraße,Langensalzastraße,Langensalzastrasse,automatisch,eines,,
01908,215,stadium_1_name,Langestraße,Langelstraße,Langestraße,automatisch,eines,,
01909,216,stadium_1,1952-07-31 Langfuhrer Straße,1952-07-31 Langfuhrer Straße,1922-06-02 Langeheide,automatisch,eines,,
01910,216,lemma,Langhölterweg,Langhölterweg,Langholterweg,geprueft,eines,,
01910,216,stadium_1_name,Langhölterweg,Langhölterweg,Langholterweg,geprueft,eines,,
01915,222,lemma,Liebrechtstraße,Liebrechtstrasse,Liebrechtstraße,automatisch,eines,,
01915,222,stadium_1_name,Liebrechtstraße,Liebrechtstrasse,Liebrechtstraße,automatisch,eines,,
01915,222,stadium_2,,,"(urspr., kein Datum) Liebrechtstraße",automatisch,eines,,
01918,217,lemma,Laubrockweg,Laubrockweg,Laubrocksweg,automatisch,eines,,
01918,217,stadium_1_name,Laubrockweg,Laubrockweg,Laubrocksweg,automatisch,eines,,
01921,217,stadium_2_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1898-05-10,automatisch,eines,,
01921,217,stadium_2_name,Provinzialstraße,Provinzialstraße,Laupendahler Landstraße (tlw.),automatisch,eines,,
01921,217,stadium_2_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01921,217,stadium_3_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1922-06-02,automatisch,eines,,
01921,217,stadium_3_name,Oefte (tlw.),Oefte (tlw.),Laupendahler Landstraße,automatisch,eines,,
01921,217,stadium_3_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01921,217,stadium_4,1898-05-10 Laupendahler Landstraße,1898-05-10 Laupendahler Landstraße,1931-02-10 Laupendahler Landstraße (Verl.),automatisch,eines,,
01921,217,stadium_5,1922-06-02 Laupendahler Landstraße (Verl.),1922-06-02 Laupendahler Landstraße (Verl.),,automatisch,eines,,
01925,218,eintrag,Lautstraße,Lautstraße,,automatisch,eines,,
01928,218,namensgruppe,"Person, Mann, Deutscher, Pfarrer","Person, Mann, Deutscher, Pfarrer","Person, Mann, Deutscher, Pfarrer, urspr.: Kaiserstraße",automatisch,eines,,
01928,218,stadium_1,"(urspr., kein Datum) Kaiserstraße","(urspr., kein Datum) Kaiserstraße",1915-07-09 Fürstenstraße,automatisch,eines,,
01929,218,namensgruppe,Flurname,Flurname,"Flurname, urspr.: Kirchstraße",automatisch,eines,,
01930,219,stadium_2,,,"(urspr., kein Datum) Anton Lehnhäuser †08. Juni 1946 in Essen-Steele; Lehrer, Steeler Heimatforscher",automatisch,eines,,
01930,219,stadium_2_datum,,,14. März 1880 in Essen-Steele (nicht normalisierbar),automatisch,eines,,
01933,236,namensgruppe,"Person, Mann, Deutscher, Geograph, Kartograph","Person, Mann, Deutscher, Geograph, Kartograph","Person, Mann",automatisch,eines,,
01936,219,stadium_1_name,Flachsmarktgasse,Flachsmarktgasse,Flachmarktgasse,automatisch,eines,,
01938,220,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Fischerstraße (nicht normalisierbar),automatisch,eines,,
01938,220,stadium_2_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Gabelstraße (nicht normalisierbar),automatisch,eines,,
01939,220,stadium_1_name,Kerckhoffstraße (tlw.),Kerkhoffstraße (tlw.),Kerckhoffstraße (tlw.),automatisch,eines,,
01941,220,stadium_3,,,"(urspr., kein Datum) Mutterrolle 1826: Leley und In der Leley",automatisch,eines,,
01942,220,namensgruppe,"Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler",automatisch,eines,,
01942,220,stadium_1,"(urspr., kein Datum) Howarenstraße","(urspr., kein Datum) Howarenstraße",1902-05-16 Lenbachstraße,automatisch,eines,,
01943,220,stadtteile,Bergerhausen,Bergerhausen,Bergebausen,automatisch,eines,,
01949,221,stadium_2,,,"(urspr., kein Datum)",automatisch,eines,,
01949,221,stadium_2_datum,,,"Karl Richard Lepsius *23. Dezember 1810 in Naumburg an der Saale, †10. Juli 1884 in Berlin (nicht normalisierbar)",automatisch,eines,,
01950,221,stadtteile,Bredeney; Stadtwald,Bredenev; Stadtwald,Bredeney; Stadtwald,automatisch,eines,,
01953,221,stadium_2,,,"(urspr., kein Datum)",automatisch,eines,,
01953,221,stadium_2_datum,,,"(Fließtext, 121 Zeichen, verworfen)",automatisch,eines,,
01956,222,eintrag,Lewafeld,Lewafeld,,automatisch,eines,,
01957,222,eintrag,Liafburgastraße,Liafburgastrasse,,automatisch,eines,,
01957,222,lemma,Liafburgastraße,Liafburgastrasse,,automatisch,eines,,
01957,222,stadium_1_name,Liafburgastraße,Liafburgastrasse,,automatisch,eines,,
01958,222,eintrag,Liboristraße,Liboristrasse,,automatisch,eines,,
01958,222,lemma,Liboristraße,Liboristrasse,,automatisch,eines,,
01958,222,stadium_1_name,Liboristraße,Liboristrasse,,automatisch,eines,,
01959,222,eintrag,Lichtenhorst,Lichtenhorst,,automatisch,eines,,
01960,222,eintrag,Lichterweg,Lichterweg,,automatisch,eines,,
01961,222,eintrag,Lichtstraße,Lichtstrasse,,automatisch,eines,,
01961,222,lemma,Lichtstraße,Lichtstrasse,,automatisch,eines,,
01961,222,stadium_2_name,Lichtstraße,Lichtstrasse,,automatisch,eines,,
01962,222,lemma,Liebigstraße,Liebigstrasse,Liebigstraße,automatisch,eines,,
01962,222,stadium_1_name,Bismarckstraße,Bismarckstrasse,Liebigstraße,automatisch,eines,,
01962,222,stadium_2_name,Liebigstraße,Liebigstrasse,Bismarckstraße,automatisch,eines,,
01963,222,lemma,Lierfeldstraße,Lierfeldstrasse,Lierfeldstraße,automatisch,eines,,
01963,222,stadium_1_name,Amalienstraße,Amalienstrasse,Lierfeldstraße,automatisch,eines,,
01963,222,stadium_2_name,Lierfeldstraße,Lierfeldstrasse,Amalienstraße,automatisch,eines,,
01963,222,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
01964,222,verweis_auf,Ardelhütte,Ardelhütte,,automatisch,eines,,
01967,222,lemma,Lilieneronstraße,Liliencronstrasse,Liliencronstraße,automatisch,eines,,
01968,223,verweis_auf,Baumblüte,Baumbüte,,automatisch,eines,,
01969,223,namensgruppe,"Person, Mann, Deutscher, Ingenieur, Industrieller, Luftfahrtpionier","Person, Mann, Deutscher, Ingenieur, Industrieller, Luftfahrtpionier","Person, Mann, Deutscher, Ingenieur, Industrieller, Luftfahrtpionier, urspr.: Werden",automatisch,eines,,
01969,223,stadium_1_name,Werdener Weg,Werdenener Weg,Lilienthalstraße,automatisch,eines,,
01969,223,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01974,223,namensgruppe,"Person, Mann, Deutscher, Direktor, Siedlung","Person, Mann, Deutscher, Direktor, Siedlung","Person, Mann, Deutscher, Direktor, Siedlung, urspr.: Christinenstraße",automatisch,eines,,
01974,223,stadium_1_name,Christinenstraße,Christinenstraße,Lindenbergstraße,automatisch,eines,,
01974,223,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
01975,223,stadium_1,1920 Am Friedhof,1920 Am Friedhof,1937-11-20 Lindkensfeld,automatisch,eines,,
01976,223,namensgruppe,Hofname,Hofname,"Hofname, urspr.: Horststraße (tlw.)",automatisch,eines,,
01976,223,stadium_1,"(urspr., kein Datum) Horststraße (tlw.)","(urspr., kein Datum) Horststraße (tlw.)",1931-12-11 Lindkenshofer Weg,automatisch,eines,,
01977,223,stadium_2,,,"(urspr., kein Datum) Karl Lindner",automatisch,eines,,
01979,224,eintrag,Linnekeskamp,Linnekeskamp,,automatisch,eines,,
01980,224,eintrag,Lionweg,Lionweg,,automatisch,eines,,
01981,224,eintrag,Lippermannweg,Lippermannweg,,automatisch,eines,,
01982,224,eintrag,Lirichblick,Lirichblick,,automatisch,eines,,
01983,224,eintrag,Listerstraße,Listerstraße,,automatisch,eines,,
01986,224,stadium_1_name,Löbbertstraße,Löbberstraße,Löbbertstraße,automatisch,eines,,
01989,224,stadium_1_name,Im Schollbrauk (tlw.),Im Schollbrauk (tlw.),Im Schollbruch (tlw.),automatisch,eines,,
02006,226,namensgruppe,Stadt und Ort,Stadt und Ort,"Stadt und Ort, urspr.: Schaffstraße",automatisch,eines,,
02006,226,stadium_1,"(urspr., kein Datum) Schaffystraße","(urspr., kein Datum) Schaffystraße",1902-05-16 Lübecker Straße,automatisch,eines,,
02009,226,stadium_2_name,Reinhardstraße,Reinhardtstraße,Reinhardstraße,automatisch,eines,,
02012,226,namensgruppe,Stadt und Ort,Stadt und Ort,"Stadt und Ort, vor 1874: Donnerstraße",automatisch,eines,,
02012,226,stadium_1,vor 1874 Donnerstraße,vor 1874 Donnerstraße,1902-05-16 Lüneburger Straße,automatisch,eines,,
02014,227,verweis_auf,Ludgerusstraße,Ludgerusstraße,,automatisch,eines,,
02017,227,namensgruppe,"Person, Mann, Deutscher, Offizier, Kriegserinnerung","Person, Mann, Deutscher, Offizier, Kriegserinnerung","Person, Mann, Deutscher, Offizier, Kriegsinnung",automatisch,eines,,
02019,227,stadium_1_datum,vor 1904,vor 1904,"(urspr., kein Datum)",automatisch,eines,,
02026,214,lemma,Labberg,Labberg,Laberg,automatisch,eines,,
02026,214,stadium_1_name,Labberg,Labberg,Laberg,automatisch,eines,,
02027,227,lemma,Luppostraße,Luppstraße,Luppostraße,automatisch,eines,,
02027,227,namensgruppe,"Person, Mann, Deutscher","Person, Mann, Deutscher","Person, Mann",automatisch,eines,,
02027,227,stadium_1_name,Luppostraße,Luppstraße,Luppostraße,automatisch,eines,,
02029,219,stadium_2,,,"(urspr., kein Datum) Erich Leimkugel",automatisch,eines,,
02029,219,stadium_2_datum,,,"08. August 1877 in Schöppenstedt, †22. März 1947 in Essen (nicht normalisierbar)",automatisch,eines,,
02033,227,verweis_auf,Ludgerusstraße,Ludgerusstraße,,automatisch,eines,,
02035,220,eintrag,Leipoldtstraße,Leipoldtstraße,,automatisch,eines,,
02036,214,eintrag,Laaksweg,Laaksweg,,automatisch,eines,,
02038,223,lemma,Lindauhöhe,Lindauhöhe,Lindahöhe,automatisch,eines,,
02038,223,stadium_1_name,Lindauhöhe,Lindauhöhe,Lindahöhe,automatisch,eines,,
02039,223,verweis_auf,Lindauhöhe,Lindauhöhe,,automatisch,eines,,
02041,216,eintrag,Langenkamp,Langenkamp,,automatisch,eines,,
02042,227,lemma,Lunkegarten,Lunkegarten,Lunekgarten,automatisch,eines,,
02042,227,stadium_1_name,Lunkegarten,Lunkegarten,Lunekgarten,automatisch,eines,,
02043,221,stadium_2,,,"(urspr., kein Datum)",automatisch,eines,,
02043,221,stadium_2_datum,,,"(Fließtext, 124 Zeichen, verworfen)",automatisch,eines,,
02044,230,lemma,Mariannenbahn,Mariannenbahn,Mariannebahn,automatisch,eines,,
02044,230,stadium_1_name,Mariannenbahn,Mariannenbahn,Mariannebahn,automatisch,eines,,
02061,229,stadium_1,"(urspr., kein Datum) Märkische Straße","(urspr., kein Datum) Märkische Straße",1904-11-18 Ziegelstraße,automatisch,eines,,
02070,229,stadium_1_name,Friedhofstraße,Friedhofsstraße,Friedhofstraße,unsicher,eines,,
02070,229,verweis_auf,Eupenstraße,Eupenstraße,,unsicher,eines,,
02071,229,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
02071,229,verweis_auf,Baumblüte,Baumblüte,,automatisch,eines,,
02072,229,stadium_1,"(urspr., kein Datum) Metastraße","(urspr., kein Datum) Metastraße",1910-09-16 Manfredstraße,automatisch,eines,,
02075,230,stadium_1,"(urspr., kein Datum) Grünstraße (tlw.)","(urspr., kein Datum) Grünstraße (tlw.)",1902-05-16 Margaretenstraße,automatisch,eines,,
02076,230,lemma,Kruppsche Margrefstraße,Margrefstraße,Marggrafstraße,automatisch,eines,,
02076,230,stadium_1_name,Margrefstraße,Margrefstraße,Marggrafstraße,automatisch,eines,,
02080,231,stadium_2,1900 Karlstraße (tlw.),1900 Karlstraße (tlw.),1937-11-20 Marienstraße (Verl.),geprueft,eines,,
02082,231,namensgruppe,Adelstand,Adelstand,"Adelstand, 04. Januar 1895: Markgrafenstraße",automatisch,eines,,
02082,231,verweis_auf,Hohenzollernstraße,Hohenzollernstraße,,automatisch,eines,,
02084,231,namensgruppe,Essener Geschichte und Örtlichkeit,Essener Geschichte und Örtlichkeit,"Essener Geschichte und Örtlichkeit, 16. Jahrhundert: Markt",automatisch,eines,,
02085,231,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02086,231,namensgruppe,Hofname,Hofname,"Hofname, 08. Oktober 1896: Wallstraße (tlw.), 12. Februar 1931: Marreweg",unsicher,eines,,
02086,231,stadium_1,1896-10-08 Wallstraße (tlw.),1896-10-08 Wallstraße (tlw.),1931-02-12 Marreweg,unsicher,eines,,
02088,232,namensgruppe,"Person, Mann, Deutscher, Reformator","Person, Mann, Deutscher, Reformer","Person, Mann, Deutscher, Reformator",automatisch,eines,,
02088,232,stadium_1_datum,1892,1892,1902-05-16,automatisch,eines,,
02088,232,stadium_2,1902-05-16 Dovestraße,1902-05-16 Dovestraße,1902-05-16 Margaretenstraße (tlw.),automatisch,eines,,
02089,232,namensgruppe,Männlicher Vorname,Männlicher Vorname,"Männlicher Vorname, urspr.: Familienname",automatisch,eines,,
02089,232,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1906-05-25,automatisch,eines,,
02089,232,stadium_1_name,Damianstraße,Damianstraße,Martinstraße,automatisch,eines,,
02089,232,stadium_2,1906-05-25 Martinstraße,1906-05-25 Martinstraße,,automatisch,eines,,
02090,231,lemma,Marktstraße,Markstraße,Marktstraße,unsicher,eines,,
02090,231,namensgruppe,Lagebezeichnung,Lagebezeichnung,"(Fließtext, 137 Zeichen, verworfen)",unsicher,eines,,
02090,231,stadium_1_name,Marktstraße,Markstraße,Marktstraße,unsicher,eines,,
02090,231,stadium_2,1891-04-30 Oberstraße (tlw.),1891-04-30 Oberstraße (tlw.),1977-06-22 Marktstraße,unsicher,eines,,
02090,231,stadium_3,1891-04-30 Wilhelmstraße,1891-04-30 Wilhelmstraße,,unsicher,eines,,
02090,231,stadium_4_datum,1977-06-22,09. Juli 1915 gemeinsame Bezeichnung (nicht normalisierbar),,unsicher,eines,,
02090,231,stadium_4_name,Marktstraße,Borbecker Straße,,unsicher,eines,,
02090,231,stadium_5,,1977-06-22 Markstraße,,unsicher,eines,,
02090,231,stadtteile,Borbeck-Mitte; Bergeborbeck,Borbeck-Mitte; Borgeborbeck,Borbeck-Mitte; Bergeborbeck,unsicher,eines,,
02093,232,lemma,Matthäuskirchstraße,Matthäuskirchstraße,Mathäuskirchstraße,automatisch,eines,,
02093,232,stadium_1_name,Mathäuskirchstraße,Matthäuskirchstraße,Mathäuskirchstraße,automatisch,eines,,
02095,232,strassenklasse,Kreisstraße,Kreisstraße,Kreißstraße,automatisch,eines,,
02098,233,eintrag,Mausegattstraße,Mausegattstraße,,automatisch,eines,,
02099,233,eintrag,Max-Dreger-Weg,Max-Dreger-Weg,,automatisch,eines,,
02100,233,eintrag,Max-Fiedler-Straße,Max-Fiedler-Straße,,automatisch,eines,,
02101,233,namensgruppe,"Person, Mann, Deutscher, Musiker, Komponist","Person, Mann, Deutscher, Musiker, Komponist","Person, Mann",automatisch,eines,,
02102,233,namensgruppe,"Person, Mann, Deutscher, Kaufmann, Essener Geschichte und Örtlichkeit","Person, Mann, Deutscher, Kaufmann, Essener Geschichte und Örtlichkeit","Person, Mann",automatisch,eines,,
02103,233,namensgruppe,"Person, Mann, Deutscher, Kraftwagenkonstrukteur","Person, Mann, Deutscher, Kraftwagenkonstrukteur","Person, Mann",automatisch,eines,,
02103,233,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
02106,234,namensgruppe,"Person, Frau, Deutsche, Äbtissin, Essener Geschichte und Örtlichkeit","Person, Frau, Deutsche, Äbtissin, Essener Geschichte und Örtlichkeit","Person, Frau, Deutsche, Äbtissin, Essener Geschichte und Örtlichkeit, urspr.:",automatisch,eines,,
02106,234,stadium_1_name,Im Ort,Im Ort,Hofstraße,automatisch,eines,,
02107,234,namensgruppe,Hofname,Hofname,"Gemeindestraße, Str.-Gr.: Hofname",automatisch,eines,,
02107,234,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02108,234,namensgruppe,"Person, Mann, Deutscher, Ackerwirt","Person, Mann, Deutscher, Ackerwirt","Person, Mann, Deutscher, Ackermann",automatisch,eines,,
02110,234,namensgruppe,Gemeinheit,Gemeinschaft,"Gemeinheit, etwa",automatisch,eines,,
02110,234,stadium_1_datum,1899,etwa (nicht normalisierbar),,automatisch,eines,,
02111,235,verweis_auf,Mariengarten,Mariengarten,,automatisch,eines,,
02112,235,lemma,Meinertstraße,Meinerstraße,Meinertstraße,automatisch,eines,,
02112,235,stadium_1_name,Meinertstraße,Meinerstraße,Meinertstraße,automatisch,eines,,
02112,235,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensen-Süd,automatisch,eines,,
02113,235,stadtteile,Schuir; Bredeney; Kettwig,Schuir; Bredenei; Kettwig,Schuir; Bredeney; Kettwig,automatisch,eines,,
02114,235,stadium_1_name,Gasstraße,Gasstraße,Gassstraße,automatisch,eines,,
02116,235,namensgruppe,"Person, Mann, Deutscher, Philologe, Philosoph, Humanist, Theologe, Reformator","Person, Mann, Deutscher, Philologe, Philosoph, Humanist, Theologe, Reformatore","Person, Mann, Deutscher, Philologe, Philosoph, Humanist, Theologe, Reformator",automatisch,eines,,
02117,235,stadium_1,"(urspr., kein Datum) Benthumstraße","(urspr., kein Datum) Benthumstraße",1902-05-16 Mellinghofer Straße,automatisch,eines,,
02118,235,lemma,Mellisaue,Mellisaue,Mellisau,geprueft,eines,,
02118,235,stadium_1_name,Mellisaue,Mellisaue,Mellisau,geprueft,eines,,
02121,236,namensgruppe,"Person, Mann, Deutscher, Kruppscher Beamter, Siedlung","Person, Mann, Deutscher, Kruppscher Beamter, Siedlung","Person, Mann",automatisch,eines,,
02121,236,stadium_1_datum,1914-10-09,1914-10-09,"(urspr., kein Datum)",automatisch,eines,,
02121,236,stadium_2,,,1914-10-09 Menshausen,automatisch,eines,,
02124,236,namensgruppe,"Person, Mann, Deutscher, Maler, Graphiker, Malerviertel-Holsterhausen","Person, Mann, Deutscher, Maler, Graphiker, Malerviertel-Holsterhausen","Person, Mann",automatisch,eines,,
02128,236,lemma,Messelstraße,Messelstraße,Messestraße,automatisch,eines,,
02128,236,namensgruppe,"Person, Mann, Deutscher, Architekt","Person, Mann, Deutscher, Architekt","Person, Mann",automatisch,eines,,
02128,236,stadium_1_name,Messelstraße,Messelstraße,Messestraße,automatisch,eines,,
02128,236,stadium_3_name,Messelstraße (Umb.),Messelstraße (Umb.),Messestraße (Umb.),automatisch,eines,,
02131,236,namensgruppe,"Person, Mann, Deutscher, Architekt","Person, Mann, Deutscher, Architekt","Person, Mann",automatisch,eines,,
02132,237,namensgruppe,"Stadt und Ort, Kriegserinnerung","Stadt und Ort, Kriegserinnerung",Stadt und Ort,automatisch,eines,,
02134,237,namensgruppe,"Person, Mann, Deutscher, Unternehmer, Politiker","Person, Mann, Deutscher, Unternehmer, Politiker","Person, Mann",automatisch,eines,,
02134,237,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensessen-Nord,automatisch,eines,,
02136,237,namensgruppe,"Kirche und Kloster, Männlicher Vorname","Kirche und Kloster, Männlicher Vorname",Kirche und Kloster,automatisch,eines,,
02137,237,lemma,Middeldorper Weg,Middeldorper Weg,Middeldorfer Weg,unsicher,eines,,
02137,237,stadium_2_name,Middeldorfstraße,Middeldorfstraße,Middeldorferstraße,unsicher,eines,,
02137,237,stadium_3_name,Middeldorper Weg,Middeldorper Weg,Middeldorfer Weg,unsicher,eines,,
02138,238,eintrag,,Milchstraße,,,eines,,
02139,238,eintrag,Milendonkweg,Milendonkweg,,automatisch,eines,,
02140,238,eintrag,Milkdelle,Milkdelte,,automatisch,eines,,
02140,238,lemma,Milkdelle,Milkdelte,,automatisch,eines,,
02140,238,stadium_1_name,Milkdelle,Milkdelte,,automatisch,eines,,
02141,238,namensgruppe,"Person, Mann, Deutscher, Maler, Graphiker","Person, Mann, Deutscher, Maler, Graphiker","Person, Mann, Deutscher, Maler, Graphiker, etwa 1898",automatisch,eines,,
02141,238,stadium_1_datum,1898,1898,1814-04-07,automatisch,eines,,
02141,238,stadium_1_name,Mintropstraße,Mintropstraße,Mintrop,automatisch,eines,,
02141,238,stadium_2,,,1870 Mintropstraße,automatisch,eines,,
02141,238,stadium_2_datum,,,130. Juni 1870 (eingeschränkt lesbar),automatisch,eines,,
02144,238,stadium_1_datum,1929-01-10,1929-01-10,1790-11-17,automatisch,eines,,
02144,238,stadium_1_name,Möbiusstraße,Möbiusstraße,Möbius,automatisch,eines,,
02144,238,stadium_2,,,1868-09-26 Möbiusstraße,automatisch,eines,,
02151,240,eintrag,Mörgekenweg,Mörgekenweg,,automatisch,eines,,
02152,240,eintrag,Mörikestraße,Mörikestraße,,automatisch,eines,,
02153,240,eintrag,Möserstraße,Möserstraße,,unsicher,eines,,
02153,240,namensgruppe,"Gemeindestraße, Str.-Gr.: Person, Mann, Deutscher, Politiker, Publizist, Historiker","Person, Mann, Deutscher, Politiker, Publizist, Historiker",,unsicher,eines,,
02153,240,strassenklasse,,Gemeindestraße,,unsicher,eines,,
02154,240,eintrag,Mövenstraße,Mövenstraße,,automatisch,eines,,
02155,240,eintrag,Mohnblüte,Mohnblüte,,automatisch,eines,,
02156,240,namensgruppe,"Person, Mann, Deutscher, Graf, Generalfeldmarschall, Platz","Person, Mann, Deutscher, Graf, Generalfeldmarschall, Platz","Person, Mann, Deutscher, Graf, Generalfeldmarschall",automatisch,eines,,
02156,240,stadium_1_datum,1909-05-07,1909-05-07,1809-05-07,automatisch,eines,,
02157,240,stadtteile,Bergerhausen; Huttrop; Südostviertel; Südviertel,Bergerhausen; Huttrop; Südostviertel; Südviertel,Bergeborbeck; Huttrop; Südostviertel; Südviertel,automatisch,eines,,
02158,240,stadium_1,"(urspr., kein Datum) Falkenbergstraße","(urspr., kein Datum) Falkenbergstraße",1902-05-16 Mommsenstraße,automatisch,eines,,
02159,241,eintrag,Moorenstraße,Moorenstraße,,automatisch,eines,,
02160,241,eintrag,Moosstraße,Moosstraße,,automatisch,eines,,
02161,241,eintrag,Morgensteig,Morgensteig,,automatisch,eines,,
02162,241,eintrag,Moritzstraße,Moritzstraße,,automatisch,eines,,
02163,241,eintrag,Morsehofstraße,Morsehofstraße,,automatisch,eines,,
02164,241,stadium_2,,,"(urspr., kein Datum) Friedrich-Ferdinand Mosebach",automatisch,eines,,
02165,241,stadium_2,,,"(urspr., kein Datum) Wolfgang Amadeus Mozart",automatisch,eines,,
02166,241,lemma,Mühlenaue,Mühlenau,Mühlenaue,automatisch,eines,,
02166,241,stadium_1_name,Mühlenaue,Mühlenau,Mühlenaue,automatisch,eines,,
02167,241,verweis_auf,Mühlenaue,Mühlenau,,automatisch,eines,,
02172,242,namensgruppe,Stadt und Ort,Stadt und Ort,"Stadt und Ort, urspr.: Moltkestraße",automatisch,eines,,
02172,242,stadium_1,"(urspr., kein Datum) Moltkestraße","(urspr., kein Datum) Moltkestraße",vor 1883 Langenstraße,automatisch,eines,,
02179,243,eintrag,Musebrink,Musebrink,,automatisch,eines,,
02180,234,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
02181,235,namensgruppe,Meistersinger,Meistersinger,,automatisch,eines,,
02183,234,verweis_auf,Zeche Eiberg,Zeche Eiberg,,automatisch,eines,,
02186,236,stadium_1_datum,1962-11-12,1962-11-12,"(urspr., kein Datum)",automatisch,eines,,
02186,236,stadium_2,,,1962-11-12 Memmert,automatisch,eines,,
02188,239,lemma,Möllershus,Möllershüs,Möllershus,automatisch,eines,,
02188,239,stadium_2_name,Möltershus,Möllershüs,Möllershus,automatisch,eines,,
02189,241,stadium_2,,,"(urspr., kein Datum) Heinrich von Morungen",automatisch,eines,,
02189,241,stadtteile,Freisenbruch,Freisenbruch,Friesenbruch,automatisch,eines,,
02190,238,eintrag,Minnesängerstraße,Minnesängerstraße,,automatisch,eines,,
02192,230,verweis_auf,Marienbergstraße,Marienbergstraße,,automatisch,eines,,
02195,239,namensgruppe,"Person, Mann, Deutscher, Mediziner","Person, Mann, Deutscher, Mediziner","Person, Mann",automatisch,eines,,
02197,241,stadium_1_name,Bergstraße,Bergstraße,Mühlenhang,automatisch,eines,,
02197,241,verweis_auf,Mühlenweg,Mühlenweg,,automatisch,eines,,
02199,238,verweis_auf,Termiedenhof,Termiedenhof,,automatisch,eines,,
02200,238,eintrag,Mierendorffweg,Mierendorffweg,,automatisch,eines,,
02220,243,eintrag,Naatlandstraße,Naatlandstraße,,automatisch,eines,,
02221,243,eintrag,Nachbarnweg,Nachbarweg,,automatisch,eines,,
02221,243,lemma,Nachbarnweg,Nachbarweg,,automatisch,eines,,
02221,243,stadium_2_name,Nachbarnweg,Nachbarweg,,automatisch,eines,,
02222,243,eintrag,Nagelstraße,Nagelstraße,,automatisch,eines,,
02223,243,eintrag,Narjesstraße,Narjesstraße,,automatisch,eines,,
02224,243,eintrag,Narzissenweg,Narzissenweg,,unsicher,eines,,
02224,243,stadium_1,,1936-08-05 Narzissenweg,,unsicher,eines,,
02224,243,stadtteile,Bredeney,Bredenei,,unsicher,eines,,
