schl_nr,stadium,gueltig_ab,datum_praezision,name,ist_urspruenglich
02729,1,1959-09-08,tag,Sarnsbank,falsch
02730,1,,unbekannt,Heisinger Straße,wahr
02730,2,1928-02-27,tag,Sartoriusstraße,falsch
03003,1,1962-11-12,tag,Saturnstraße,falsch
02731,1,1913-12-09,tag,Theodor-Körner-Straße,falsch
02731,2,1937-11-20,tag,Savelshang,falsch
02732,1,,unbekannt,Turmstraße,wahr
02732,2,1902-05-16,tag,Savignystraße,falsch
02733,1,1912,jahr,Jakobstraße,falsch
02733,2,1937-11-20,tag,Schacht Jakob,falsch
02508,1,1986-03-12,tag,Schacht Neu-Cöln,falsch
03023,1,1968-03-20,tag,Schacht-Franz-Straße,falsch
02734,1,1916-02-18,tag,Schacht-Kronprinz-Straße,falsch
02736,1,,unbekannt,Wilhelminenstraße,wahr
02736,2,1902-05-16,tag,Schadowstraße,falsch
02737,1,1887-06-10,tag,Schäferstraße,falsch
02738,1,1938-10-21,tag,Schäpenkamp,falsch
02739,1,,unbekannt,Rahmannsweg,wahr
02739,2,1937-11-20,tag,Schaffelhofer Weg,falsch
02740,1,1950-07-05,tag,Schafskanzel,falsch
02741,1,1892-03-29,tag,HeBlerstraße (tIw.),falsch
02741,2,1973-11-20,tag,Schalker Straße,falsch
02742,1,1903,jahr,Marktstraße,falsch
02742,2,1903,jahr,Schulstraße,falsch
02742,3,1919-10-19,tag,Hagmannstraße,falsch
02742,4,1934-06-05,tag,Schangstraße,falsch
02743,1,1929-07-29,tag,Schaphausstraße,falsch
02744,1,1895-11-15,tag,Scharnhorststraße,falsch
02745,1,1934-11-12,tag,Scharpenhang,falsch
02745,2,1977-09-06,tag,Scharpenhang (Verl.),falsch
02745,3,1978-12-05,tag,Scharpenhang (Verl),falsch
02746,1,1915,vor,Falkestraße,falsch
02746,2,1934-06-05,tag,Scharweg,falsch
02747,1,1910-09-16,tag,Schatzreichstraße,falsch
02748,1,1954-10-18,tag,Schauinsland,falsch
03025,1,1969-03-19,tag,Scheckenstraße,falsch
02749,1,1902-05-16,tag,Schederhofstraße,falsch
02750,1,,unbekannt,Bredde,wahr
02750,2,1937-11-20,tag,Scheebredde,falsch
02751,1,1890-11-18,tag,Chausseestraße (tlw.),falsch
02751,2,1925-11-30,tag,Pennekampstor,falsch
02751,3,1926-06-01,tag,Scheidtmanntor,falsch
02752,1,1907,vor,Friesenstraße,falsch
02752,2,1910-09-16,tag,Scheidtstraße,falsch
02753,1,1896-08-14,tag,Scheinstraße,falsch
02754,1,1903-02-04,tag,Schloßstraße,falsch
02754,2,1915-07-09,tag,Schellenbergstraße,falsch
02806,1,1966-12-14,tag,Schellingweg,falsch
02755,1,1903-02-04,tag,Isenbergstraße,falsch
02755,2,1910-09-16,tag,Schellstraße,falsch
02756,1,1907-01-21,tag,Dammstraße,falsch
02756,2,1915-07-09,tag,Schemannsfeld,falsch
02756,3,1916-02-18,tag,Schemmannsfeld,falsch
02757,1,1922-06-02,tag,Scheppener Weg,falsch
02757,2,1922-06-02,tag,Paulstraße,falsch
02757,3,1937-02-25,tag,Scheppener Weg (Verl),falsch
02758,1,1895-11-28,tag,Burgstraße,falsch
02758,2,1915-07-09,tag,Scheppmannskamp,falsch
02759,1,1921-02-22,tag,Schettershofstraße,falsch
02759,2,1937-11-20,tag,Schetters Busch,falsch
02760,1,1903-11-27,tag,Steinstraße,falsch
02760,2,1915-07-09,tag,1. Schichtstraße,falsch
02761,1,1903-11-27,tag,Theodorstraße,falsch
02761,2,1915-07-09,tag,I. Schichtstraße,falsch
02762,1,1934-06-05,tag,Schiefenberg,falsch
02763,1,1937-11-20,tag,Schienenspur,falsch
02764,1,1896-10-08,tag,Saumstraße,falsch
02764,2,1915-07-09,tag,Schildberg,falsch
02765,1,1896-10-08,tag,Schilfstraße,falsch
03745,1,1930-01-28,tag,Schillerstraße,falsch
02767,1,1938-10-21,tag,Schimmelhofer Ring,falsch
03007,1,1964-05-20,tag,Schimmelsfeld,falsch
02768,1,1909-11-26,tag,Schinkelstraße,falsch
02769,1,,unbekannt,Eibergstraße,wahr
02769,2,1913-08-28,tag,Beckmannstraße,falsch
02769,3,1937-11-20,tag,Schirnbecker Teiche,falsch
02770,1,1896-02-13,tag,Schlackenstraße,falsch
02771,1,1892-03-29,tag,Schlägelstraße,falsch
03746,1,1897-11-04,tag,Schlatterstraße,falsch
02772,1,1929-01-10,tag,Schleifkottenweg,falsch
02773,1,1868-01-17,tag,Schlenhofstraße,falsch
02774,1,1927-08-29,tag,Schlenterstraße,falsch
02775,1,1959-02-02,tag,Schlettweg,falsch
02776,1,1954-02-23,tag,Schleuse,falsch
03035,1,1894-08-29,tag,Kerckhoffstraße {tlw.),falsch
03035,2,1929-07-24,tag,Leisers Feld (tlw.),falsch
03035,3,1973-06-13,tag,Schliemannstraße,falsch
02777,1,,unbekannt,Am Heidberg,wahr
02777,2,1908-01-03,tag,Schliepersberg,falsch
02735,1,1974-12-11,tag,Schliepershang,falsch
02778,1,1929-01-10,tag,Schliepmühle,falsch
02779,1,1915-05-10,tag,Schlingmannsweg,falsch
02780,1,1956-02-23,tag,Schloßaue,falsch
02782,1,1936-08-05,tag,Schloßgarten,falsch
02783,1,1891-04-30,tag,Schloßstraße,falsch
02783,2,1891-04-30,tag,Oberstraße,falsch
02783,3,1915-07-09,tag,Schloßstraße (Verl),falsch
02784,1,1936-08-05,tag,Schloßwiese,falsch
02785,1,1896-08-14,tag,Schluchtstraße,falsch
03030,1,1955-10-17,tag,Schlütersbusch,falsch
02786,1,1910-09-16,tag,Schlüterstraße,falsch
02787,1,1952-07-31,tag,Schlusenkamp,falsch
03747,1,1904,vor,Schmachtenbergstraße,falsch
03747,2,1934,jahr,Hindenburgstraße {Umb.),falsch
03747,3,1946-04-04,tag,Schmachtenberstraße (Umb),falsch
03747,4,1950-10-03,tag,Schmachtenbergstraße (Verl),falsch
02788,1,1895-11-28,tag,Kurze Straße,falsch
02788,2,1915-07-09,tag,Schmale Straße,falsch
03266,1,1983-02-08,tag,Schmelze,falsch
02790,1,1899-02-10,tag,Franzstraße,falsch
02790,2,1915-07-09,tag,Schmemannstraße,falsch
02791,1,1900-05-04,tag,Schmettaustraße,falsch
03008,1,1965-02-17,tag,Schmetterlingweg,falsch
03028,1,1969-06-12,tag,Schmetzweg,falsch
02792,1,1957-07-15,tag,Schmiedekottenweg,falsch
02793,1,1868-01-17,tag,Schmiedestraße,falsch
03009,1,1962-09-27,tag,Schmielfeld,falsch
02794,1,,unbekannt,Kirchstraße,wahr
02794,2,1902-05-16,tag,Schmitzstraße,falsch
03026,1,1969-04-15,tag,Schnabelstraße,falsch
02795,1,1903-10-29,tag,Roonstraße,falsch
02795,2,1937-11-20,tag,Schniedtkamp,falsch
02841,1,1961-12-13,tag,Schnieringshof,falsch
02796,1,,unbekannt,Weißenburger Straße,wahr
02796,2,1915-07-09,tag,1. Schnieringstraße,falsch
02796,3,1957-12-12,tag,I. Schnieringstraße (Verl.),falsch
02797,1,,unbekannt,Straßburger Straße,wahr
02797,2,1915-07-09,tag,Il,falsch
02798,1,1896-08-14,tag,Schnittstraße,falsch
02798,2,1915-07-09,tag,Schnitterweg,falsch
02799,1,,unbekannt,Laurentiusstraße,wahr
02799,2,1902-12-17,tag,Schnorrstraße,falsch
02800,1,,unbekannt,Ottostraße,wahr
02800,2,1927-06-15,tag,Schnütgenstraße,falsch
02801,1,1897-01-22,tag,Schnurstraße,falsch
02802,1,1909-11-26,tag,Schnutenhausstraße,falsch
02803,1,1903-03-12,tag,Saarbrücker Straße,falsch
02803,2,1930-05-31,tag,1. Schockenhecke,falsch
02804,1,1903-03-12,tag,Saarbrücker Straße,falsch
02804,2,1930-05-31,tag,1. Schockenhecke,falsch
02805,1,,unbekannt,Albertinenstraße,wahr
02805,2,1896-10-08,tag,Altendorfer Straße,falsch
02805,3,1902-05-16,tag,Schölerpad,falsch
02805,4,1915-07-09,tag,Schölerpad (Verl.),falsch
02807,1,,unbekannt,Schöllerskampstraße,wahr
02807,2,,unbekannt,Hochstraße (tlw.),wahr
02807,3,1929-07-12,tag,Schöllerskampstraße (Verl),falsch
02808,1,,unbekannt,Rullichstraße,wahr
02808,2,1902-05-16,tag,Schönaichstraße,falsch
02972,1,1966-12-12,tag,Margarethenweg,falsch
02972,2,1966-12-12,tag,Ursulaweg,falsch
02972,3,1970-12-11,tag,Schöne Aussicht,falsch
02809,1,1896-10-08,tag,Kronprinzenstraße,falsch
02809,2,1915-07-09,tag,Schönebecker Straße,falsch
02810,1,1914-10-09,tag,Schöngelegen,falsch
02811,1,1908-05-01,tag,Schönleinstraße,falsch
02812,1,1958-07-02,tag,Schönscheidts Hof,falsch
02813,1,,unbekannt,Äbtissinstraße,wahr
02813,2,,unbekannt,Moltkestraße,wahr
02813,3,,unbekannt,Am Knottenberg (tlw.),wahr
02813,4,1929-07-12,tag,Am Knottenberg,falsch
02813,5,1929-07-12,tag,Schönscheidtstraße,falsch
02813,6,1937-11-20,tag,Schönscheidtstraße (Verl.),falsch
03033,1,1972-01-12,tag,Schollbraukring,falsch
02814,1,1956-07-03,tag,Schollenbroich,falsch
02815,1,,unbekannt,Neue Rolandstraße,wahr
02815,2,1902-05-16,tag,Schongauerstraße,falsch
02816,1,1899-06-26,tag,Altenhofstraße,falsch
02816,2,1904,vor,Kirchstraße,falsch
02816,3,1937-11-20,tag,Schonnebeckhöfe,falsch
02817,1,1896-02-13,tag,Bernestraße,falsch
02817,2,1915-07-09,tag,Schonnefeldstraße,falsch
02872,1,1966-12-14,tag,Schopenhauerweg,falsch
02818,1,1911-04-21,tag,Schornstraße,falsch
02820,1,1899,jahr,G-Straße,falsch
02820,2,1937-11-20,tag,Schrägbauweg,falsch
02822,1,1935-06-03,tag,Schreibzeile,falsch
02823,1,1935-06-03,tag,Schroertal,falsch
02824,1,1904-05-27,tag,Schubertstraße,falsch
02825,1,1904-02-19,tag,Bergmannstraße,falsch
02825,2,1937-11-20,tag,Schürenbergstraße,falsch
03001,1,1962-03-01,tag,Schürenfeld,falsch
02826,1,1939-05-26,tag,Schürfacker,falsch
02827,1,1903-02-04,tag,Ringofenstraße,falsch
02827,2,1910-09-16,tag,Schürmannstraße,falsch
02828,1,,unbekannt,Düppelstraße,wahr
02828,2,1937-11-20,tag,Schützdellerweg,falsch
02829,1,,unbekannt,Beginenkamp,wahr
02829,2,1860,jahr,Schützenbahn,falsch
02830,1,1955-11-02,tag,Schützkamp,falsch
02831,1,,unbekannt,Mülheimer Weg,wahr
02831,2,1933-05-08,tag,Schuirweg,falsch
02833,1,1959-02-18,tag,Schulkirchweg,falsch
03748,1,1872,vor,Schulstraße,falsch
03748,2,1939-03-14,tag,Langemarckstraße (Umb,falsch
03748,3,1946-04-04,tag,Schulstraße (Umb.),falsch
02835,1,,unbekannt,Schultenkamp,wahr
02836,1,1919-05-28,tag,Schultenweg,falsch
02837,1,1897-11-29,tag,Siepenstraße (tlw.),falsch
02837,2,1957-01-23,tag,Schulte-Pelkum- Straße,falsch
02838,1,1897-11-29,tag,Schulzstraße,falsch
03630,1,1937-09-26,tag,Mackensenstraße,falsch
03630,2,1946-04-04,tag,Beethovenstraße,falsch
03630,3,1977-11-29,tag,Schumannstraße,falsch
02839,1,1896-02-13,tag,Schurenstraße,falsch
02840,1,1902-05-16,tag,Schwaigerstraße,falsch
02842,1,1897-11-29,tag,Frillendorfer Straße,falsch
02842,2,1908-06-05,tag,Schwanenbuschstraße,falsch
02843,1,1868,jahr,Schwanenkampstraße,falsch
02844,1,1892-03-29,tag,Kirchberg (tiw.),falsch
02844,2,1928-10-30,tag,Am alten Friedhof,falsch
02844,3,1937-11-20,tag,Schwanhildenhöhe,falsch
02845,1,1899-10-04,tag,Schwanhildenstraße,falsch
02846,1,1921-09-26,tag,Schwarzbachstraße,falsch
02847,1,1826,vor,Schwarze Horn,falsch
02847,2,1860,jahr,|,falsch
02847,3,1915-07-09,tag,II. Hagen (tlw,falsch
02847,4,1957-12-12,tag,Schwarze Horn (Verl.),falsch
02849,1,1826,vor,Schwarze Meer,falsch
02850,1,1896-02-13,tag,Schwarze Straße,falsch
02848,1,1903,jahr,Schwarze-Lenen- Straße,falsch
02848,2,1959-02-18,tag,Schwarze-Lenen-Weg,falsch
03029,1,1911-06-16,tag,In den Höfen (tiw.),falsch
03029,2,1968-09-12,tag,Im Bungert ftiw.),falsch
03029,3,1972-05-17,tag,Schwarzensteinweg,falsch
03029,4,1973-06-13,tag,Schwarzensteinweg (Verl.),falsch
02851,1,,unbekannt,Hofstraße,wahr
02851,2,1937-11-20,tag,Schwelmhöfe,falsch
02852,1,,unbekannt,Mühlenstraße,wahr
02852,2,1902-05-16,tag,Am Mühlenbach (tiv),falsch
02852,3,1930-05-31,tag,Potthälterpad,falsch
02852,4,1936-08-05,tag,Schweriner Straße,falsch
02852,5,1966-07-20,tag,Schweriner Straße (Verl),falsch
02853,1,1901-01-30,tag,Kirchstraße,falsch
02853,2,1934-06-05,tag,Schwermannstraße,falsch
02854,1,1901-03-01,tag,Sedanstraße,falsch
02855,1,1907-01-21,tag,Seestraße,falsch
02856,1,1866-07-06,tag,Segerothstraße,falsch
02856,2,1939-06-17,tag,Heinrich-Unger-Straße (Umb)),falsch
02856,3,1945-05-15,tag,Segerothstraße (Umb.),falsch
02857,1,1909-11-20,tag,Seibertzstraße,falsch
02858,1,1914-10-09,tag,SeidIstraße,falsch
02859,1,1959-09-08,tag,Seippelweg,falsch
03005,1,1961-12-13,tag,Selbachstraße,falsch
02860,1,1922-06-02,tag,Sellscheidt,falsch
02861,1,1887-06-10,tag,Selmastraße,falsch
02862,1,1897-11-29,tag,Friedhofstraße,falsch
02862,2,1916-02-18,tag,Seminarstraße,falsch
02863,1,1909-11-26,tag,Semperstraße,falsch
03749,1,1950-12-11,tag,Sengelmannsweg,falsch
03749,2,1970-10-06,tag,Sengel-mannsweg (Verl.),falsch
03750,1,1936,jahr,Sengenholzer Weg,falsch
02864,1,,unbekannt,Jahnstraße,wahr
02864,2,1902-05-16,tag,Serlostraße,falsch
02866,1,1868-01-17,tag,Sessenbergstraße,falsch
02867,1,1892-03-29,tag,Altenessener Straße,falsch
02867,2,1896-02-13,tag,Stoppenberger Straße,falsch
02867,3,1915-07-09,tag,Seumannstraße,falsch
02867,4,1933-05-08,tag,Seumannstraße (Verl.),falsch
02868,1,,unbekannt,Kampstraße (tiw.),wahr
02868,2,1915-07-09,tag,Sevenarstraße,falsch
02869,1,1894-05-18,tag,Severinstraße,falsch
02870,1,1902,vor,Bergstraße,falsch
02870,2,1926-05-19,tag,Wattenscheider Straße,falsch
02870,3,1937-11-20,tag,Sevinghauser Weg,falsch
02871,1,1897-09-06,tag,Sibyllastraße,falsch
00718,1,1974-12-11,tag,Siebrechtweg,falsch
00718,2,2006-01-31,tag,Siebrechtweg,falsch
02875,1,1921,jahr,Siegfriedstraße,falsch
02876,1,1921,jahr,Sieglindenstraße,falsch
02066,1,1904-02-04,tag,Papestraße,falsch
02066,2,1910-09-16,tag,Mainstraße,falsch
02066,3,1977-02-24,tag,Siegstraße,falsch
02878,1,,unbekannt,Johannisstraße,wahr
02878,2,1902-05-16,tag,Siemensstraße,falsch
02879,1,1937-02-25,tag,Thingstraße (tiw.),falsch
02879,2,1956-04-09,tag,Siepenblick,falsch
02880,1,1897-11-29,tag,Siepenstraße,falsch
02880,2,1897-11-29,tag,Lanterstraße,falsch
02880,3,1903-05-08,tag,Siepenstraße (Verl.),falsch
02881,1,1936-08-05,tag,Siepmanns Kamp,falsch
02882,1,1903-03-12,tag,Leonorenstraße,falsch
02882,2,1937-11-20,tag,Sigambrerweg,falsch
02874,1,1951-12-05,tag,Il,falsch
02874,2,1966-07-20,tag,Sigsfeldstraße,falsch
02883,1,1910-09-16,tag,Silberbankstraße,falsch
02884,1,1889-07-05,tag,Silberstraße,falsch
02885,1,1957-07-15,tag,Simonaue,falsch
02886,1,1911-04-21,tag,Simsonstraße,falsch
02886,2,1938-09-26,tag,Gustloffstraße (Umb.),falsch
02886,3,1945-06-18,tag,Simsonstraße (Umb.),falsch
02887,1,1950-07-05,tag,Singscheider Höhe,falsch
02889,1,1950-07-05,tag,Singscheider Weg,falsch
02890,1,1887-06-10,tag,Nikolausstraße,falsch
02890,2,1933-06-17,tag,Skagerrakstraße,falsch
02892,1,1874-01-30,tag,Wilhelmstraße,falsch
02892,2,1874-01-30,tag,Am Hospital,falsch
02892,3,1895-11-15,tag,Söllingstraße,falsch
02892,4,1915-07-09,tag,Söllingstraße (Verl.),falsch
03024,1,1933-11-27,tag,Einbleckstraße,falsch
03024,2,1969-01-15,tag,Söllockweg,falsch
02893,1,1897-06-22,tag,Bahnhofstraße,falsch
02893,2,1937-11-20,tag,Soester Straße,falsch
02894,1,1937-11-20,tag,Sollwiesenbusch,falsch
02895,1,1911-04-21,tag,Sommerburgstraße,falsch
03752,1,1937,jahr,Sommersberg,falsch
02896,1,,unbekannt,Kirchstraße (tlw.),wahr
02896,2,1936-01-15,tag,Sonderfeld,falsch
02909,1,1965-01-21,tag,Sonderwerkstraße,falsch
03036,1,1975-12-16,tag,Soniusweg,falsch
02897,1,1914-10-09,tag,Sonnenblick,falsch
02898,1,1914-05-10,tag,Sonnenscheinsweg,falsch
02899,1,1912,jahr,Sonnenstraße,falsch
01609,1,2001-11-06,tag,Sonnenweg,falsch
02900,1,1897-09-06,tag,Sophienstraße,falsch
02901,1,1903-03-12,tag,Robertstraße,falsch
02901,2,1937-11-20,tag,Spakenbroich,falsch
02902,1,1903-03-12,tag,Spichernstraße,falsch
02902,2,1934-06-05,tag,Spanierwehr,falsch
00955,1,1966-12-12,tag,Finkenweg,falsch
00955,2,1978-09-05,tag,Spechtweg,falsch
02904,1,1904-02-04,tag,Wiesenstraße,falsch
02904,2,1910-09-16,tag,Sperberstraße,falsch
03002,1,1965-01-21,tag,Spieckermannstraße,falsch
02907,1,1953-03-03,tag,Spiekbank,falsch
03011,1,1962-11-12,tag,Spiekeroogweg,falsch
03012,1,1963-02-20,tag,Spielkampshof,falsch
02908,1,1914-05-10,tag,Spielkampsweg,falsch
02910,1,1897-11-29,tag,Koppstraße,falsch
02910,2,1904-02-04,tag,Spillenburger Weg,falsch
02910,3,1908-06-05,tag,Spillenburgstraße,falsch
02910,4,1910-09-19,tag,Spillenburgstraße (Verl.),falsch
02911,1,1959-09-08,tag,Spillheide,falsch
02912,1,1934-06-05,tag,Spindelgang,falsch
02912,2,1971-09-22,tag,Spindelgang (Verl.),falsch
03027,1,1969-04-15,tag,Spindelmannstraße,falsch
03013,1,1966-12-14,tag,Spinozastraße,falsch
02913,1,1909-11-26,tag,Spittlerstraße,falsch
02914,1,1970-01-21,tag,Schlackenring,falsch
02914,2,1972-01-12,tag,Sponheuerstraße,falsch
02915,1,1956-07-03,tag,Spreestraße,falsch
03753,1,1950-12-11,tag,Berchemer Weg,falsch
03753,2,1951-03-30,tag,Springberg,falsch
03004,1,1961-12-13,tag,Springhoffsfeld,falsch
02916,1,1912,vor,Hirschstraße,falsch
02916,2,1936-01-15,tag,Springloh,falsch
02917,1,1910-12-20,tag,Springmannstraße,falsch
02917,2,1910-12-20,tag,Beuststraße,falsch
02917,3,1937-11-20,tag,Springmannstraße (Verl.),falsch
02918,1,1903-11-27,tag,Spritzenstraße,falsch
02727,1,1904-02-04,tag,Kapellenstraße,falsch
02727,2,1910-09-16,tag,Walpurgisstraße (tiw.),falsch
02727,3,1926-09-18,tag,St. Annental,falsch
02728,1,1921,jahr,Nelkenstraße,falsch
02728,2,1935-11-14,tag,St.-Ingbert-Höhe,falsch
02728,3,1953-03-03,tag,St.-Ingbert-Höhe (Verl.),falsch
02919,1,1896-02-13,tag,Schulstraße,falsch
02919,2,1915-07-09,tag,Stadtfeld,falsch
02921,1,1957-07-15,tag,Stadtwaldplatz,falsch
02922,1,1933-08-14,tag,Stadtwaldwende,falsch
02923,1,1912,vor,Schloßstraße,falsch
02923,2,1912,vor,Staelsfelder Straße,falsch
02923,3,1934-06-05,tag,Staelsfeld,falsch
02924,1,,unbekannt,Heilige-Geist-Straße,wahr
02924,2,1903-06-29,tag,Kurzestraße,falsch
02924,3,1928-02-27,tag,Stahlstraße,falsch
02924,4,1961-12-13,tag,Stahlstraße (Verl),falsch
02925,1,1930-05-31,tag,Stakenholt,falsch
02926,1,1903-11-27,tag,Moltkestraße,falsch
02926,2,1908,jahr,Parkstraße,falsch
02926,3,1911-12-07,tag,Stankeitstraße,falsch
02926,4,1915-07-09,tag,Stankeitstraße (Verl.),falsch
02927,1,1953-10-13,tag,Stapenhorststraße,falsch
02928,1,1963-12-17,tag,Stattropstraße,falsch
03014,1,1875,vor,Bruckmannstraße,falsch
03014,2,1967-11-29,tag,Stauderstraße,falsch
02929,1,1915,vor,Ringstraße,falsch
02929,2,1937-11-20,tag,Stauseebogen,falsch
02930,1,1896-10-08,tag,Steegstraße,falsch
00338,1,1889-10-16,tag,Bergstraße,falsch
00338,2,1977-03-08,tag,Steeler Bergstraße,falsch
02932,1,1894-05-09,tag,Ottilienstraße,falsch
02932,2,1929-07-12,tag,Steeler Pfad,falsch
02933,1,1936-01-15,tag,Steeler Platz,falsch
02934,1,,unbekannt,Steeler Chaussee,wahr
02934,2,1908-06-05,tag,Steeler Straße,falsch
02934,3,1909-03-26,tag,Essener Straße,falsch
02934,4,1936-01-15,tag,Steeler Straße (Verl.),falsch
02935,1,1903-11-27,tag,Hedwigstraße,falsch
02935,2,1915-07-09,tag,Steigerstraße,falsch
02937,1,1911-04-21,tag,Steile Straße,falsch
02936,1,1953-03-03,tag,Steiler Garten,falsch
02938,1,1898-05-10,tag,Steinbeck,falsch
02938,2,1915-07-06,tag,Steinbeck (Verl.),falsch
02939,1,1951-07-04,tag,Steinberg,falsch
02940,1,1915-07-09,tag,Wolfsbankstraße (tiw.),falsch
02940,2,1955-09-21,tag,Steinbrink,falsch
02941,1,1954-02-23,tag,Steinerweg,falsch
03032,1,1970-12-16,tag,Steingatt,falsch
02942,1,1910-12-20,tag,Steingröverstraße,falsch
02943,1,1907,jahr,Wisthoffstraße,falsch
02943,2,1907-10-28,tag,Steinhagen,falsch
02944,1,1909-11-26,tag,Steinhausenstraße,falsch
02945,1,1951-12-05,tag,Zornige Ameise,falsch
02945,2,1954-10-18,tag,Steinkuhle,falsch
02946,1,1953-10-13,tag,Steinland,falsch
02947,1,1930-05-31,tag,Steinmannshofstraße,falsch
02948,1,1894-05-18,tag,Steinmetzstraße,falsch
03006,1,1962-04-25,tag,Steinpfad,falsch
03285,1,1894-05-18,tag,Steinplatz,falsch
03285,2,1965-02-02,tag,Steinplatz (Aufgeh.),falsch
03285,3,1987-10-27,tag,Steinplatz (Neuben.),falsch
02950,1,1950-07-05,tag,Steins Feld,falsch
02951,1,1868-01-17,tag,Steinstraße,falsch
03754,1,1821,vor,Steinweg,falsch
02952,1,1910,vor,Stemmeringstraße,falsch
02952,2,1933-11-27,tag,Stemmering,falsch
03015,1,1915-07-09,tag,Hagedornstraße (tiw.),falsch
03015,2,1966-06-13,tag,Stienkamps Busch,falsch
03015,3,1966-12-14,tag,Stenkamps Busch,falsch
03016,1,1896-10-18,tag,Moosstraße (tiw.),falsch
03016,2,1966-06-13,tag,Stensbeckhof,falsch
02953,1,1911-04-21,tag,Stensstraße,falsch
02954,1,,unbekannt,Herbertstraße,wahr
02954,2,1902-05-06,tag,Stenzelstraße,falsch
01613,1,2002-05-07,tag,Stephan- Tembories-Ring,falsch
02955,1,1906-03-10,tag,Stephensonstraße,falsch
02956,1,1902-05-16,tag,Dellwiger Straße,falsch
02956,2,1915-07-09,tag,Sterkrader Straße,falsch
02957,1,1968-12-30,tag,Sternstraße,falsch
01610,1,2002-09-10,tag,Sterntalerweg,falsch
03017,1,1961-02-22,tag,Stettiner Straße,falsch
02958,1,1895-11-15,tag,Friedenstraße,falsch
02958,2,1931-02-12,tag,Steubenstraße,falsch
02959,1,1937-11-20,tag,Stevens Kamp,falsch
02960,1,1953-03-03,tag,1. Stiege,falsch
02961,1,1953-03-03,tag,II. Stiege,falsch
02962,1,1953-03-03,tag,IH,falsch
02963,1,1937-02-25,tag,Stiftbusch,falsch
02964,1,1904-02-04,tag,Klosterstraße,falsch
02964,2,1910-09-16,tag,Geierstraße,falsch
02964,3,1937-02-25,tag,Stiftmühlenbrink,falsch
02965,1,1904-02-04,tag,Kaiserplatz,falsch
02965,2,1910-09-16,tag,Stiftplatz,falsch
02966,1,1907-07-12,tag,Bismarckstraße,falsch
02966,2,1937-11-20,tag,Stiftsdamenwald,falsch
02967,1,1904-02-04,tag,Stiftstraße,falsch
01098,1,1913-05-30,tag,Grüner Weg,falsch
01098,2,1978-06-27,tag,Stiller Weg,falsch
02968,1,1900,jahr,Stinnesstraße,falsch
02969,1,1907-09-27,tag,Stobbestraße,falsch
03022,1,1968-11-21,tag,Stockkampweg,falsch
02970,1,1907-08-06,tag,Stocksiepenstraße,falsch
02970,2,1915-07-09,tag,Stocksiepen,falsch
03010,1,1963-09-04,tag,Stöckmannweg,falsch
03018,1,1966-06-15,tag,Stoetzelweg,falsch
02971,1,1895-11-28,tag,Augustastraße,falsch
02971,2,1915-07-09,tag,Stolbergstraße,falsch
03019,1,1965-06-03,tag,Stolzingweg,falsch
02973,1,1892-03-29,tag,Rathausplatz,falsch
02973,2,1935-11-14,tag,Stoppenberger Platz,falsch
02974,1,1860,jahr,Stoppenberger Straße,falsch
02974,2,1900-05-04,tag,Lützowstraße (tiw,falsch
02974,3,1933,jahr,Karpinskistraße (Umb.),falsch
02974,4,1937,vor,Provinzialstraße (tlw.Umb.),falsch
02974,5,1945-05-15,tag,Stoppenberger Straße (Umb.),falsch
02974,6,1940-01-12,tag,Provinzialstraße,falsch
02974,7,1964-05-20,tag,Stoppenberger Straße (Verl.),falsch
02975,1,1953-03-03,tag,Stornefranzstraße,falsch
00709,1,2004-11-09,tag,Storpplatz,falsch
02976,1,1905-06-16,tag,Eintrachtstraße (tlw.),falsch
02976,2,1929-07-06,tag,Storpstraße,falsch
02976,3,1976-05-19,tag,Storpstraße (Verl.),falsch
02977,1,1899,vor,Stotznocken,falsch
03677,1,1897-11-04,tag,Hermannstraße,falsch
03677,2,1977-11-29,tag,Strängerstraße,falsch
01602,1,2001-05-08,tag,Straßburger Straße,falsch
02978,1,1933-05-08,tag,Stratmanns Hang,falsch
02979,1,1895-11-28,tag,Streckweg,falsch
02980,1,1903-11-27,tag,Wiesenstraße,falsch
02980,2,1915-07-09,tag,Strickerstraße,falsch
02981,1,1894,jahr,Altenhof,falsch
02981,2,1910-09-16,tag,Altenhof II (tlw.),falsch
02981,3,1935-10-14,tag,Strouxpfad,falsch
02983,1,1903-11-27,tag,Bergstraße,falsch
02983,2,1915-07-09,tag,Strünksweg,falsch
02984,1,,unbekannt,Mittelstraße,wahr
02984,2,1937-11-20,tag,Stubbenkamp,falsch
02985,1,1934-06-05,tag,Stubertal,falsch
02985,2,1972-09-20,tag,Stubertal (Verl.),falsch
02986,1,1922-06-02,tag,Kotthausstraße,falsch
02986,2,1935-11-14,tag,Stüfken,falsch
02987,1,1951-12-05,tag,Stüpertweg,falsch
02988,1,1907-07-05,tag,Stüvestraße,falsch
02989,1,1891-04-30,tag,Sandstraße,falsch
02989,2,1915-07-09,tag,Sturmshof,falsch
02990,1,,unbekannt,Winkhauser Straße,wahr
02990,2,1902-05-16,tag,Fulerumer Straße,falsch
02990,3,1915-07-09,tag,Styrumer Straße,falsch
02990,4,1920-10-01,tag,Mendener Straße (Umb.),falsch
02990,5,1977-02-25,tag,Styrumer Straße (Verl.),falsch
02991,1,,unbekannt,Friedenstraße,wahr
